match_id,date,team1,team2,fifa_rank_diff,team1_last5_points,team2_last5_points,team1_last5_goal_diff,team2_last5_goal_diff,team1_can_win_rate,team2_can_win_rate,h2h_total_matches,h2h_team1_win_rate,team1_is_host,team2_is_host,stage_group,days_since_last_match_team1,days_since_last_match_team2,team1_can_titles,team2_can_titles,form_momentum_diff,can_performance_diff,h2h_dominance,titles_advantage,result
23,2010-01-15,Ivory Coast,Ghana,36.0,7.0,1.0,1.0,0.0,0.4444444444444444,0.5294117647058824,0,0.33,0,0,1,7,7,2,4,1.0,-0.08496732026143794,-0.16999999999999998,-2,W
24,2010-01-16,Egypt,Mozambique,-67.0,6.0,1.0,1.5,-1.0,0.5607476635514018,0.0,0,0.33,0,0,1,7,7,7,0,2.5,0.5607476635514018,-0.16999999999999998,7,W
25,2010-01-16,Nigeria,Benin,-53.0,0.0,4.0,-2.0,0.5,0.5463917525773195,0.0,0,0.33,0,0,1,7,7,3,0,-2.5,0.5463917525773195,-0.16999999999999998,3,W
26,2010-01-17,Gabon,Tunisia,42.0,6.0,1.0,1.5,-0.5,0.28,0.3125,0,0.33,0,0,1,7,7,0,1,2.0,-0.03249999999999997,-0.16999999999999998,-1,D
27,2010-01-17,Cameroon,Zambia,-41.0,3.0,4.0,0.5,1.0,0.4945054945054945,0.3880597014925373,0,0.33,0,0,1,7,7,5,1,-0.5,0.1064457930129572,-0.16999999999999998,4,W
28,2010-01-18,Mali,Malawi,-75.0,2.0,4.0,-0.5,0.3333333333333333,0.3518518518518518,0.2,0,0.33,0,0,1,7,7,0,0,-0.8333333333333333,0.1518518518518518,-0.16999999999999998,0,W
29,2010-01-18,Finland,South Korea,0.0,7.5,0.0,0.0,-2.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,2.0,0.0,-0.16999999999999998,0,L
30,2010-01-18,Angola,Algeria,48.0,5.0,3.0,0.6666666666666666,-1.0,0.1538461538461538,0.3636363636363636,0,0.33,1,0,1,7,7,0,2,1.6666666666666665,-0.2097902097902098,-0.16999999999999998,-2,D
31,2010-01-19,Burkina Faso,Ghana,3.0,1.0,1.0,0.0,-1.0,0.1875,0.5294117647058824,0,0.33,0,0,1,7,7,0,4,1.0,-0.34191176470588236,-0.16999999999999998,-4,L
32,2010-01-20,Egypt,Benin,-55.0,9.0,4.0,1.6666666666666667,0.0,0.5607476635514018,0.0,0,0.33,0,0,1,7,7,7,0,1.6666666666666667,0.5607476635514018,-0.16999999999999998,7,W
33,2010-01-20,Chile,Panama,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
34,2010-01-20,Oman,Sweden,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
35,2010-01-20,Nigeria,Mozambique,-65.0,3.0,1.0,-0.5,-1.3333333333333333,0.5463917525773195,0.0,0,0.33,0,0,1,7,7,3,0,0.8333333333333333,0.5463917525773195,-0.16999999999999998,3,W
36,2010-01-21,Gabon,Zambia,-7.0,7.0,4.0,1.0,0.3333333333333333,0.28,0.3880597014925373,0,0.33,0,0,1,7,7,0,1,0.6666666666666667,-0.1080597014925373,-0.16999999999999998,-1,L
37,2010-01-21,Cameroon,Tunisia,8.0,6.0,2.0,0.6666666666666666,-0.3333333333333333,0.4945054945054945,0.3125,0,0.33,0,0,1,7,7,5,1,1.0,0.18200549450549453,-0.16999999999999998,4,D
38,2010-01-22,Latvia,South Korea,0.0,7.5,3.0,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
39,2010-01-23,United States,Honduras,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
40,2010-01-23,Syria,Sweden,0.0,3.0,3.0,6.0,1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,5.0,0.0,-0.16999999999999998,0,D
41,2010-01-24,Angola,Ghana,28.0,6.0,4.0,0.5,-0.3333333333333333,0.1538461538461538,0.5294117647058824,0,0.33,1,0,1,7,7,0,4,0.8333333333333333,-0.37556561085972856,-0.16999999999999998,-4,L
42,2010-01-24,Ivory Coast,Algeria,56.0,10.0,4.0,1.25,-0.6666666666666666,0.4444444444444444,0.3636363636363636,0,0.33,0,0,1,7,7,2,2,1.9166666666666665,0.08080808080808083,-0.16999999999999998,0,L
43,2010-01-25,Egypt,Cameroon,-13.0,12.0,7.0,1.75,0.5,0.5607476635514018,0.4945054945054945,0,0.33,0,0,1,7,7,7,5,1.25,0.0662421690459073,-0.16999999999999998,2,W
44,2010-01-25,Zambia,Nigeria,52.0,7.0,6.0,0.5,0.6666666666666666,0.3880597014925373,0.5463917525773195,0,0.33,0,0,1,7,7,1,3,-0.16666666666666663,-0.1583320510847822,-0.16999999999999998,-2,D
45,2010-01-26,Argentina,Costa Rica,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
46,2010-01-27,South Africa,Zimbabwe,-70.0,7.5,0.0,0.0,-6.0,0.3809523809523809,0.2,0,0.33,0,0,0,7,7,1,0,6.0,0.18095238095238086,-0.16999999999999998,1,W
47,2010-01-28,Algeria,Egypt,8.0,7.0,15.0,-0.25,1.8,0.3636363636363636,0.5607476635514018,0,0.33,0,0,1,7,7,2,7,-2.05,-0.19711129991503823,-0.16999999999999998,-5,L
48,2010-01-28,Ghana,Nigeria,26.0,7.0,7.0,0.0,0.5,0.5294117647058824,0.5463917525773195,0,0.33,0,0,1,7,7,4,3,-0.5,-0.016979987871437174,-0.16999999999999998,1,W
49,2010-01-30,Nigeria,Algeria,-6.0,7.0,7.0,0.2,-1.0,0.5463917525773195,0.3636363636363636,0,0.33,0,0,1,7,7,3,2,1.2,0.18275538894095594,-0.16999999999999998,1,W
50,2010-01-31,Ghana,Egypt,28.0,10.0,15.0,0.2,2.4,0.5294117647058824,0.5607476635514018,0,0.33,0,0,1,7,7,4,7,-2.1999999999999997,-0.03133589884551946,-0.16999999999999998,-3,L
51,2010-01-31,Jamaica,Canada,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
52,2010-02-02,Japan,Venezuela,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,D
53,2010-02-10,Argentina,Jamaica,0.0,3.0,3.0,1.0,1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
54,2010-02-19,Kuwait,Syria,0.0,7.5,4.0,0.0,3.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-3.0,0.0,-0.16999999999999998,0,D
55,2010-02-24,Mexico,Bolivia,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
56,2010-02-24,United States,El Salvador,0.0,0.0,7.5,-2.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-2.0,0.0,-0.16999999999999998,0,W
57,2010-02-25,Jordan,Azerbaijan,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
58,2010-02-25,Kuwait,Bahrain,0.0,1.0,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
59,2010-02-27,Malaysia,Yemen,0.0,7.5,3.0,0.0,2.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-2.0,0.0,-0.16999999999999998,0,W
60,2010-03-02,Republic Of Ireland,Brazil,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
61,2010-03-02,Guadeloupe,Saint Kitts And Nevis,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
62,2010-03-03,Mexico,New Zealand,0.0,3.0,7.5,5.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,5.0,0.0,-0.16999999999999998,0,W
63,2010-03-03,Mozambique,Botswana,-42.0,1.0,7.5,-1.75,0.0,0.0,0.0,0,0.33,0,0,0,7,7,0,0,-1.75,0.0,-0.16999999999999998,0,L
64,2010-03-03,Netherlands,United States,0.0,7.5,3.0,0.0,-0.5,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.5,0.0,-0.16999999999999998,0,W
65,2010-03-03,Nigeria,Dr Congo,-62.0,10.0,7.5,0.8,0.0,0.5463917525773195,0.273972602739726,0,0.33,0,0,0,7,7,3,2,0.8,0.2724191498375935,-0.16999999999999998,1,W
66,2010-03-03,Poland,Bulgaria,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
67,2010-03-03,Portugal,China Pr,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
68,2010-03-03,Romania,Israel,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
69,2010-03-03,Scotland,Czech Republic,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
70,2010-03-03,Malta,Finland,0.0,7.5,0.0,0.0,-2.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,2.0,0.0,-0.16999999999999998,0,L
71,2010-03-03,Slovenia,Qatar,0.0,7.5,1.0,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
72,2010-03-03,South Africa,Namibia,-38.0,3.0,7.5,3.0,0.0,0.3809523809523809,0.0,0,0.33,0,0,0,7,7,1,0,3.0,0.3809523809523809,-0.16999999999999998,1,D
73,2010-03-03,Switzerland,Uruguay,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
74,2010-03-03,Tanzania,Uganda,20.0,0.0,7.5,-1.0,0.0,0.0,0.1739130434782608,0,0.33,0,0,0,7,7,0,0,-1.0,-0.1739130434782608,-0.16999999999999998,0,L
75,2010-03-03,Turkey,Honduras,0.0,7.5,3.0,0.0,2.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-2.0,0.0,-0.16999999999999998,0,W
76,2010-03-03,Venezuela,Panama,0.0,1.0,0.0,0.0,-1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.0,0.0,-0.16999999999999998,0,L
77,2010-03-03,Wales,Sweden,0.0,7.5,4.0,0.0,0.5,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.5,0.0,-0.16999999999999998,0,L
78,2010-03-03,Zimbabwe,Malawi,4.0,0.0,4.0,-4.5,-0.25,0.2,0.2,0,0.33,0,0,0,7,7,0,0,-4.25,0.0,-0.16999999999999998,0,W
79,2010-03-03,Slovakia,Norway,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
80,2010-03-03,North Macedonia,Montenegro,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
81,2010-03-03,Armenia,Belarus,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
82,2010-03-03,Libya,Mali,68.0,0.0,5.0,-1.0,0.0,0.2727272727272727,0.3518518518518518,0,0.33,0,0,0,7,7,0,0,-1.0,-0.0791245791245791,-0.16999999999999998,0,W
83,2010-03-03,Albania,Northern Ireland,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
84,2010-03-03,Algeria,Serbia,-56.0,7.0,7.5,-0.6,0.0,0.3636363636363636,0.35,0,0.33,0,0,0,7,7,2,0,-0.6,0.013636363636363613,-0.16999999999999998,2,L
85,2010-03-03,Angola,Latvia,-8.0,6.0,0.0,0.2,-1.0,0.1538461538461538,0.35,0,0.33,1,0,0,7,7,0,0,1.2,-0.19615384615384618,-0.16999999999999998,0,D
86,2010-03-03,Austria,Denmark,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
87,2010-03-03,Belgium,Croatia,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
88,2010-03-03,Cyprus,Iceland,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,D
89,2010-03-03,El Salvador,Guatemala,0.0,0.0,7.5,-1.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-1.0,0.0,-0.16999999999999998,0,L
90,2010-03-03,England,Egypt,64.0,7.5,15.0,0.0,2.2,0.35,0.5607476635514018,0,0.33,0,0,0,7,7,0,7,-2.2,-0.21074766355140184,-0.16999999999999998,-7,W
91,2010-03-03,Bosnia And Herzegovina,Ghana,36.0,7.5,9.0,0.0,0.0,0.35,0.5294117647058824,0,0.33,0,0,0,7,7,0,4,0.0,-0.17941176470588238,-0.16999999999999998,-4,W
92,2010-03-03,Georgia,Estonia,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
93,2010-03-03,Germany,Argentina,0.0,7.5,6.0,0.0,1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-1.0,0.0,-0.16999999999999998,0,L
94,2010-03-03,Greece,Senegal,82.0,7.5,7.5,0.0,0.0,0.35,0.4029850746268656,0,0.33,0,0,0,7,7,0,1,0.0,-0.052985074626865636,-0.16999999999999998,-1,L
95,2010-03-03,Hungary,Russia,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,D
96,2010-03-03,Italy,Cameroon,51.0,7.5,7.0,0.0,0.0,0.35,0.4945054945054945,0,0.33,0,0,0,7,7,0,5,0.0,-0.14450549450549455,-0.16999999999999998,-5,D
97,2010-03-03,Ivory Coast,South Korea,0.0,10.0,6.0,0.8,0.3333333333333333,0.4444444444444444,0.35,0,0.33,0,0,0,7,7,2,0,0.46666666666666673,0.09444444444444444,-0.16999999999999998,2,L
98,2010-03-03,Kazakhstan,Moldova,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
99,2010-03-03,France,Spain,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
100,2010-03-03,Luxembourg,Azerbaijan,0.0,7.5,3.0,0.0,2.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-2.0,0.0,-0.16999999999999998,0,L
101,2010-03-06,Venezuela,North Korea,0.0,1.0,7.5,-0.5,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.5,0.0,-0.16999999999999998,0,W
102,2010-03-07,Niger,Benin,37.0,7.5,4.0,0.0,-0.5,0.0,0.0,0,0.33,0,0,0,7,7,0,0,0.5,0.0,-0.16999999999999998,0,W
103,2010-03-17,Mexico,North Korea,0.0,6.0,0.0,3.5,-1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,4.5,0.0,-0.16999999999999998,0,W
104,2010-03-21,Namibia,Botswana,-48.0,1.0,3.0,0.0,1.0,0.0,0.0,0,0.33,0,0,0,7,7,0,0,-1.0,0.0,-0.16999999999999998,0,D
105,2010-03-21,Iceland,Faroe Islands,0.0,1.0,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
106,2010-03-24,Mexico,Iceland,0.0,9.0,4.0,2.6666666666666665,1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.6666666666666665,0.0,-0.16999999999999998,0,D
107,2010-03-24,Martinique,Haiti,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,D
108,2010-03-31,Chile,Venezuela,0.0,3.0,4.0,1.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.0,0.0,-0.16999999999999998,0,D
109,2010-03-31,Paraguay,South Africa,41.0,7.5,4.0,0.0,1.5,0.35,0.3809523809523809,0,0.33,0,0,0,7,7,0,1,-1.5,-0.030952380952380898,-0.16999999999999998,-1,D
110,2010-04-03,Saint Kitts And Nevis,Guadeloupe,0.0,0.0,3.0,-1.0,1.0,0.35,0.35,1,0.0,0,0,0,7,7,0,0,-2.0,0.0,-0.5,0,W
111,2010-04-07,Japan,Serbia,0.0,1.0,3.0,0.0,3.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-3.0,0.0,-0.16999999999999998,0,L
112,2010-04-21,Honduras,Venezuela,0.0,3.0,5.0,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
113,2010-04-22,South Africa,North Korea,-41.0,5.0,0.0,1.0,-1.0,0.3809523809523809,0.35,0,0.33,0,0,0,7,7,1,0,2.0,0.030952380952380898,-0.16999999999999998,1,D
114,2010-04-28,South Africa,Jamaica,-41.0,6.0,3.0,0.75,0.0,0.3809523809523809,0.35,0,0.33,0,0,0,7,7,1,0,0.75,0.030952380952380898,-0.16999999999999998,1,W
115,2010-05-05,Argentina,Haiti,0.0,9.0,1.0,1.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.0,0.0,-0.16999999999999998,0,W
116,2010-05-05,Chile,Trinidad And Tobago,0.0,4.0,7.5,0.5,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.5,0.0,-0.16999999999999998,0,W
117,2010-05-07,Mexico,Ecuador,0.0,10.0,7.5,2.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,2.0,0.0,-0.16999999999999998,0,D
118,2010-05-10,Mexico,Senegal,82.0,11.0,3.0,1.6,2.0,0.35,0.4029850746268656,0,0.33,0,0,0,7,7,0,1,-0.3999999999999999,-0.052985074626865636,-0.16999999999999998,-1,W
119,2010-05-12,Yemen,Malawi,-25.0,3.0,4.0,0.5,-0.4,0.35,0.2,0,0.33,0,0,0,7,7,0,0,0.9,0.14999999999999997,-0.16999999999999998,0,W
120,2010-05-13,Germany,Malta,0.0,0.0,0.0,-1.0,-1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
121,2010-05-13,Mexico,Angola,8.0,11.0,6.0,0.8,0.2,0.35,0.1538461538461538,0,0.33,0,1,0,7,7,0,0,0.6000000000000001,0.19615384615384618,-0.16999999999999998,0,W
122,2010-05-15,Paraguay,North Korea,0.0,1.0,1.0,0.0,-0.6666666666666666,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.6666666666666666,0.0,-0.16999999999999998,0,W
123,2010-05-16,South Korea,Ecuador,0.0,9.0,1.0,0.75,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.75,0.0,-0.16999999999999998,0,W
124,2010-05-16,Mexico,Chile,0.0,11.0,7.0,0.6,1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.4,0.0,-0.16999999999999998,0,W
125,2010-05-16,South Africa,Thailand,-41.0,9.0,7.5,1.0,0.0,0.3809523809523809,0.35,0,0.33,0,0,0,7,7,1,0,1.0,0.030952380952380898,-0.16999999999999998,1,W
126,2010-05-18,Yemen,Oman,0.0,6.0,0.0,0.6666666666666666,-1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.6666666666666665,0.0,-0.16999999999999998,0,L
127,2010-05-19,Austria,Croatia,0.0,3.0,3.0,1.0,1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
128,2010-05-19,Belgium,Bulgaria,0.0,0.0,0.0,-1.0,-2.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.0,0.0,-0.16999999999999998,0,W
129,2010-05-19,Gabon,Togo,-37.0,7.0,7.5,0.5,0.0,0.28,0.12,0,0.33,0,0,0,7,7,0,0,0.5,0.16000000000000003,-0.16999999999999998,0,W
130,2010-05-19,Corsica,Brittany,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
131,2010-05-20,Aruba,Venezuela,0.0,7.5,8.0,0.0,0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.2,0.0,-0.16999999999999998,0,L
132,2010-05-21,Dr Congo,Saudi Arabia,0.0,0.0,7.5,-3.0,0.0,0.273972602739726,0.35,0,0.33,0,0,0,7,7,2,0,-3.0,-0.07602739726027397,-0.16999999999999998,2,L
133,2010-05-21,Estonia,Finland,0.0,0.0,3.0,-1.0,-0.5,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.5,0.0,-0.16999999999999998,0,W
134,2010-05-21,Brittany,Togo,-20.0,0.0,0.0,-2.0,-3.0,0.35,0.12,0,0.33,0,0,0,7,7,0,0,1.0,0.22999999999999998,-0.16999999999999998,0,W
135,2010-05-21,Corsica,Gabon,17.0,3.0,10.0,2.0,1.0,0.35,0.28,0,0.33,0,0,0,7,7,0,0,1.0,0.06999999999999995,-0.16999999999999998,0,D
136,2010-05-22,Turkey,Czech Republic,0.0,3.0,0.0,2.0,-1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,3.0,0.0,-0.16999999999999998,0,W
137,2010-05-23,Croatia,Wales,0.0,6.0,0.0,1.0,-1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,2.0,0.0,-0.16999999999999998,0,W
138,2010-05-24,Argentina,Canada,0.0,12.0,0.0,1.75,-1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,2.75,0.0,-0.16999999999999998,0,W
139,2010-05-24,Australia,New Zealand,0.0,7.5,0.0,0.0,-2.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,2.0,0.0,-0.16999999999999998,0,W
140,2010-05-24,England,Mexico,0.0,3.0,11.0,2.0,0.6,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.4,0.0,-0.16999999999999998,0,W
